Evaluation,Resampling Scenario,Model,Class,Class Recall,Class Precision,Class F1
In-distribution,Class Resampled,Multilabel,49,1.0,0.9540229885057471,0.976470588235294
In-distribution,Class Resampled,Multilabel,50,1.0,0.9841897233201581,0.99203187250996
In-distribution,Class Resampled,Multilabel,51,1.0,1.0,1.0
In-distribution,Class Resampled,Multilabel,52,1.0,0.7586206896551724,0.8627450980392156
In-distribution,Class Resampled,Multilabel,53,0.9685863874345549,1.0,0.9840425531914894
In-distribution,Class Resampled,Multilabel,54,0.972972972972973,0.972972972972973,0.972972972972973
In-distribution,Class Resampled,Multilabel,55,1.0,0.9411764705882353,0.9696969696969697
In-distribution,Class Resampled,Multilabel,56,1.0,0.631578947368421,0.7741935483870968
In-distribution,Class Resampled,Multilabel,57,,0.0,
In-distribution,Class Resampled,Multilabel,58,0.9862068965517241,1.0,0.9930555555555556
In-distribution,Class Resampled,Multilabel,59,1.0,1.0,1.0
In-distribution,Class Resampled,Multilabel,60,0.9010416666666666,1.0,0.947945205479452
In-distribution,Class Resampled,Multilabel,61,1.0,0.5,0.6666666666666666
In-distribution,Class Resampled,Multilabel,62,0.9945054945054945,0.9836956521739131,0.9890710382513661
In-distribution,Class Resampled,Multilabel,63,0.9583333333333334,1.0,0.9787234042553191
DSBI,Class Resampled,Multilabel,0,,,
DSBI,Class Resampled,Multilabel,1,0.963669391462307,0.9981185324553151,0.9805914972273567
DSBI,Class Resampled,Multilabel,2,0.9475308641975309,1.0,0.9730586370839936
DSBI,Class Resampled,Multilabel,3,0.9902826855123675,0.9946761313220941,0.9924745462594068
DSBI,Class Resampled,Multilabel,4,0.936969696969697,0.9961340206185567,0.9656464709556527
DSBI,Class Resampled,Multilabel,5,0.9704579025110783,0.9805970149253731,0.9755011135857461
DSBI,Class Resampled,Multilabel,6,0.9883923389437028,0.9953243717124488,0.9918462434478742
DSBI,Class Resampled,Multilabel,7,0.9902912621359223,0.9892241379310345,0.9897574123989218
DSBI,Class Resampled,Multilabel,8,0.9742765273311897,0.9934426229508196,0.9837662337662338
DSBI,Class Resampled,Multilabel,9,0.9610894941634242,0.9899799599198397,0.9753208292201382
DSBI,Class Resampled,Multilabel,10,0.9909801563439568,0.9862357869539198,0.9886022795440912
DSBI,Class Resampled,Multilabel,11,0.9838509316770186,0.9937264742785445,0.9887640449438203
DSBI,Class Resampled,Multilabel,12,0.9843866171003718,0.9880597014925373,0.9862197392923651
DSBI,Class Resampled,Multilabel,13,0.983957219251337,0.971830985915493,0.9778565101860055
DSBI,Class Resampled,Multilabel,14,0.9860335195530726,0.9644808743169399,0.9751381215469613
DSBI,Class Resampled,Multilabel,15,0.9959677419354839,0.9536679536679536,0.9743589743589743
DSBI,Class Resampled,Multilabel,16,0.8834844737565265,0.9996890547263682,0.9380014587892049
DSBI,Class Resampled,Multilabel,17,0.9688427299703264,0.9132867132867133,0.9402447804175665
DSBI,Class Resampled,Multilabel,18,0.991393222162453,0.9946033459255261,0.9929956896551724
DSBI,Class Resampled,Multilabel,19,0.9942013705851345,0.9952506596306069,0.9947257383966245
DSBI,Class Resampled,Multilabel,20,0.9231805929919138,0.9647887323943662,0.9435261707988981
DSBI,Class Resampled,Multilabel,21,0.9914529914529915,0.9626556016597511,0.9768421052631578
DSBI,Class Resampled,Multilabel,22,0.9771784232365145,0.9731404958677686,0.9751552795031057
DSBI,Class Resampled,Multilabel,23,0.9874476987447699,0.9554655870445344,0.9711934156378601
DSBI,Class Resampled,Multilabel,24,0.9745762711864406,0.4291044776119403,0.5958549222797928
DSBI,Class Resampled,Multilabel,25,0.9928610653487095,0.9928610653487095,0.9928610653487095
DSBI,Class Resampled,Multilabel,26,0.9791666666666666,0.9812108559498957,0.9801876955161627
DSBI,Class Resampled,Multilabel,27,0.9898929845422116,0.9964093357271095,0.9931404712198032
DSBI,Class Resampled,Multilabel,28,0.9759615384615384,0.9759615384615384,0.9759615384615384
DSBI,Class Resampled,Multilabel,29,0.9947368421052631,0.9521410579345088,0.972972972972973
DSBI,Class Resampled,Multilabel,30,0.99860529986053,0.9597855227882037,0.9788106630211895
DSBI,Class Resampled,Multilabel,31,0.9958333333333333,0.9695740365111561,0.9825282631038026
DSBI,Class Resampled,Multilabel,32,0.941747572815534,1.0,0.97
DSBI,Class Resampled,Multilabel,33,0.9742268041237113,0.9725557461406518,0.9733905579399141
DSBI,Class Resampled,Multilabel,34,0.9861367837338263,0.9907149489322191,0.9884205650764243
DSBI,Class Resampled,Multilabel,35,0.9949238578680203,0.98,0.9874055415617129
DSBI,Class Resampled,Multilabel,36,0.9885931558935361,0.9786700125470514,0.9836065573770492
DSBI,Class Resampled,Multilabel,37,0.9917491749174917,0.9844389844389845,0.9880805589806823
DSBI,Class Resampled,Multilabel,38,0.9870689655172413,0.9744680851063829,0.9807280513918629
DSBI,Class Resampled,Multilabel,39,0.9912023460410557,0.9868613138686131,0.9890270665691294
DSBI,Class Resampled,Multilabel,40,0.5,0.2,0.28571428571428575
DSBI,Class Resampled,Multilabel,41,0.9858793324775353,0.9820971867007673,0.9839846252402307
DSBI,Class Resampled,Multilabel,42,0.9917864476386037,0.9817073170731707,0.9867211440245148
DSBI,Class Resampled,Multilabel,43,0.9847715736040609,0.9651741293532339,0.9748743718592965
DSBI,Class Resampled,Multilabel,44,0.9928741092636579,0.9698375870069605,0.9812206572769953
DSBI,Class Resampled,Multilabel,45,0.9962406015037594,0.9796672828096118,0.9878844361602982
DSBI,Class Resampled,Multilabel,46,0.9951219512195122,0.9714285714285714,0.983132530120482
DSBI,Class Resampled,Multilabel,47,1.0,0.96875,0.9841269841269841
DSBI,Class Resampled,Multilabel,48,0.975,0.7858942065491183,0.8702928870292888
DSBI,Class Resampled,Multilabel,49,0.9918819188191882,0.986784140969163,0.9893264630106735
DSBI,Class Resampled,Multilabel,50,0.9819376026272578,0.9692058346839546,0.9755301794453508
DSBI,Class Resampled,Multilabel,51,0.9884393063583815,0.9661016949152542,0.9771428571428571
DSBI,Class Resampled,Multilabel,52,0.9817184643510055,0.93717277486911,0.9589285714285715
DSBI,Class Resampled,Multilabel,53,0.9921414538310412,0.9564393939393939,0.9739633558341368
DSBI,Class Resampled,Multilabel,54,0.9857142857142858,0.9787234042553191,0.9822064056939502
DSBI,Class Resampled,Multilabel,55,0.991578947368421,0.9853556485355649,0.9884575026232948
DSBI,Class Resampled,Multilabel,56,0.9953703703703703,0.9555555555555556,0.9750566893424036
DSBI,Class Resampled,Multilabel,57,0.992,0.9802371541501976,0.9860834990059641
DSBI,Class Resampled,Multilabel,58,0.9936102236421726,0.9873015873015873,0.9904458598726115
DSBI,Class Resampled,Multilabel,59,0.9963898916967509,0.971830985915493,0.9839572192513368
DSBI,Class Resampled,Multilabel,60,0.9913106444605359,0.9841840402588066,0.9877344877344878
DSBI,Class Resampled,Multilabel,61,0.9836956521739131,0.9476439790575916,0.9653333333333333
DSBI,Class Resampled,Multilabel,62,0.9859649122807017,0.9590443686006825,0.972318339100346
DSBI,Class Resampled,Multilabel,63,0.9880952380952381,0.9540229885057471,0.9707602339181286
BCD,Class Resampled,Multilabel,0,,0.0,
BCD,Class Resampled,Multilabel,1,0.1,0.06521739130434782,0.07894736842105264
BCD,Class Resampled,Multilabel,2,,0.0,
BCD,Class Resampled,Multilabel,3,0.16666666666666666,0.37037037037037035,0.2298850574712644
BCD,Class Resampled,Multilabel,4,,0.0,
BCD,Class Resampled,Multilabel,5,0.11666666666666667,0.20588235294117646,0.14893617021276595
BCD,Class Resampled,Multilabel,6,,0.0,
BCD,Class Resampled,Multilabel,7,0.5666666666666667,0.7083333333333334,0.6296296296296297
BCD,Class Resampled,Multilabel,8,,0.0,
BCD,Class Resampled,Multilabel,9,0.13333333333333333,0.2222222222222222,0.16666666666666669
BCD,Class Resampled,Multilabel,10,0.5333333333333333,0.7441860465116279,0.6213592233009709
BCD,Class Resampled,Multilabel,11,0.5833333333333334,0.9210526315789473,0.7142857142857143
BCD,Class Resampled,Multilabel,12,,0.0,
BCD,Class Resampled,Multilabel,13,0.6,0.8,0.6857142857142857
BCD,Class Resampled,Multilabel,14,0.4666666666666667,0.8484848484848485,0.6021505376344086
BCD,Class Resampled,Multilabel,15,0.5333333333333333,1.0,0.6956521739130436
BCD,Class Resampled,Multilabel,16,,0.0,
BCD,Class Resampled,Multilabel,17,0.55,0.55,0.55
BCD,Class Resampled,Multilabel,18,,0.0,
BCD,Class Resampled,Multilabel,19,0.6166666666666667,0.7254901960784313,0.6666666666666666
BCD,Class Resampled,Multilabel,20,,0.0,
BCD,Class Resampled,Multilabel,21,0.45,0.8181818181818182,0.5806451612903226
BCD,Class Resampled,Multilabel,22,,0.0,
BCD,Class Resampled,Multilabel,23,0.5333333333333333,0.9411764705882353,0.6808510638297872
BCD,Class Resampled,Multilabel,24,,0.0,
BCD,Class Resampled,Multilabel,25,0.5333333333333333,0.7111111111111111,0.6095238095238096
BCD,Class Resampled,Multilabel,26,0.7,0.8571428571428571,0.7706422018348624
BCD,Class Resampled,Multilabel,27,0.5,0.7894736842105263,0.6122448979591837
BCD,Class Resampled,Multilabel,28,,0.0,
BCD,Class Resampled,Multilabel,29,0.5666666666666667,0.6181818181818182,0.591304347826087
BCD,Class Resampled,Multilabel,30,0.4666666666666667,0.875,0.608695652173913
BCD,Class Resampled,Multilabel,31,0.48333333333333334,0.6904761904761905,0.5686274509803921
BCD,Class Resampled,Multilabel,32,,0.0,
BCD,Class Resampled,Multilabel,33,,0.0,
BCD,Class Resampled,Multilabel,34,,0.0,
BCD,Class Resampled,Multilabel,35,,0.0,
BCD,Class Resampled,Multilabel,36,,0.0,
BCD,Class Resampled,Multilabel,37,0.11666666666666667,0.6363636363636364,0.1971830985915493
BCD,Class Resampled,Multilabel,38,,0.0,
BCD,Class Resampled,Multilabel,39,0.4666666666666667,0.9655172413793104,0.6292134831460675
BCD,Class Resampled,Multilabel,40,,0.0,
BCD,Class Resampled,Multilabel,41,,0.0,
BCD,Class Resampled,Multilabel,42,,0.0,
BCD,Class Resampled,Multilabel,43,,0.0,
BCD,Class Resampled,Multilabel,44,,0.0,
BCD,Class Resampled,Multilabel,45,0.5,0.967741935483871,0.6593406593406593
BCD,Class Resampled,Multilabel,46,,,
BCD,Class Resampled,Multilabel,47,,0.0,
BCD,Class Resampled,Multilabel,48,,0.0,
BCD,Class Resampled,Multilabel,49,,0.0,
BCD,Class Resampled,Multilabel,50,,0.0,
BCD,Class Resampled,Multilabel,51,,0.0,
BCD,Class Resampled,Multilabel,52,,0.0,
BCD,Class Resampled,Multilabel,53,0.4666666666666667,0.6363636363636364,0.5384615384615385
BCD,Class Resampled,Multilabel,54,,0.0,
BCD,Class Resampled,Multilabel,55,,0.0,
BCD,Class Resampled,Multilabel,56,,0.0,
BCD,Class Resampled,Multilabel,57,,0.0,
BCD,Class Resampled,Multilabel,58,0.48333333333333334,1.0,0.6516853932584269
BCD,Class Resampled,Multilabel,59,,0.0,
BCD,Class Resampled,Multilabel,60,,0.0,
BCD,Class Resampled,Multilabel,61,0.6,0.6923076923076923,0.6428571428571429
BCD,Class Resampled,Multilabel,62,,0.0,
BCD,Class Resampled,Multilabel,63,,0.0,
ABC,Class Resampled,Multilabel,0,,0.0,
ABC,Class Resampled,Multilabel,1,0.6767676767676768,0.3284313725490196,0.4422442244224422
ABC,Class Resampled,Multilabel,2,,0.0,
ABC,Class Resampled,Multilabel,3,0.6363636363636364,0.3795180722891566,0.47547169811320755
ABC,Class Resampled,Multilabel,4,,0.0,
ABC,Class Resampled,Multilabel,5,0.43434343434343436,0.6825396825396826,0.5308641975308641
ABC,Class Resampled,Multilabel,6,,0.0,
ABC,Class Resampled,Multilabel,7,,0.0,
ABC,Class Resampled,Multilabel,8,,0.0,
ABC,Class Resampled,Multilabel,9,,0.0,
ABC,Class Resampled,Multilabel,10,0.494949494949495,0.44545454545454544,0.4688995215311005
ABC,Class Resampled,Multilabel,11,0.43434343434343436,0.6056338028169014,0.5058823529411766
ABC,Class Resampled,Multilabel,12,0.4444444444444444,0.8461538461538461,0.5827814569536425
ABC,Class Resampled,Multilabel,13,0.46464646464646464,0.6216216216216216,0.5317919075144508
ABC,Class Resampled,Multilabel,14,0.41414141414141414,0.8913043478260869,0.5655172413793104
ABC,Class Resampled,Multilabel,15,,0.0,
ABC,Class Resampled,Multilabel,16,,0.0,
ABC,Class Resampled,Multilabel,17,,0.0,
ABC,Class Resampled,Multilabel,18,,0.0,
ABC,Class Resampled,Multilabel,19,0.3434343434343434,0.6538461538461539,0.45033112582781454
ABC,Class Resampled,Multilabel,20,,0.0,
ABC,Class Resampled,Multilabel,21,0.5555555555555556,0.7857142857142857,0.650887573964497
ABC,Class Resampled,Multilabel,22,,0.0,
ABC,Class Resampled,Multilabel,23,0.37373737373737376,0.7115384615384616,0.4900662251655629
ABC,Class Resampled,Multilabel,24,,0.0,
ABC,Class Resampled,Multilabel,25,0.40404040404040403,0.5797101449275363,0.47619047619047616
ABC,Class Resampled,Multilabel,26,0.3939393939393939,0.6964285714285714,0.503225806451613
ABC,Class Resampled,Multilabel,27,,0.0,
ABC,Class Resampled,Multilabel,28,0.4444444444444444,0.8627450980392157,0.5866666666666667
ABC,Class Resampled,Multilabel,29,0.45454545454545453,0.8181818181818182,0.5844155844155845
ABC,Class Resampled,Multilabel,30,0.37373737373737376,0.6851851851851852,0.4836601307189543
ABC,Class Resampled,Multilabel,31,0.43434343434343436,0.7413793103448276,0.5477707006369427
ABC,Class Resampled,Multilabel,32,,0.0,
ABC,Class Resampled,Multilabel,33,,0.0,
ABC,Class Resampled,Multilabel,34,,0.0,
ABC,Class Resampled,Multilabel,35,0.5757575757575758,0.890625,0.6993865030674847
ABC,Class Resampled,Multilabel,36,,0.0,
ABC,Class Resampled,Multilabel,37,,0.0,
ABC,Class Resampled,Multilabel,38,,0.0,
ABC,Class Resampled,Multilabel,39,,0.0,
ABC,Class Resampled,Multilabel,40,,0.0,
ABC,Class Resampled,Multilabel,41,0.35353535353535354,0.660377358490566,0.46052631578947373
ABC,Class Resampled,Multilabel,42,,0.0,
ABC,Class Resampled,Multilabel,43,0.41414141414141414,0.8817204301075269,0.5635738831615121
ABC,Class Resampled,Multilabel,44,,0.0,
ABC,Class Resampled,Multilabel,45,0.32323232323232326,0.7619047619047619,0.45390070921985815
ABC,Class Resampled,Multilabel,46,0.41414141414141414,0.9111111111111111,0.5694444444444444
ABC,Class Resampled,Multilabel,47,0.5858585858585859,0.7532467532467533,0.6590909090909091
ABC,Class Resampled,Multilabel,48,,0.0,
ABC,Class Resampled,Multilabel,49,0.46464646464646464,0.9019607843137255,0.6133333333333333
ABC,Class Resampled,Multilabel,50,,0.0,
ABC,Class Resampled,Multilabel,51,0.3333333333333333,0.8918918918918919,0.48529411764705876
ABC,Class Resampled,Multilabel,52,,0.0,
ABC,Class Resampled,Multilabel,53,,0.0,
ABC,Class Resampled,Multilabel,54,,0.0,
ABC,Class Resampled,Multilabel,55,0.45454545454545453,0.9183673469387755,0.6081081081081081
ABC,Class Resampled,Multilabel,56,0.04040404040404041,0.26666666666666666,0.07017543859649124
ABC,Class Resampled,Multilabel,57,0.29292929292929293,0.7435897435897436,0.4202898550724638
ABC,Class Resampled,Multilabel,58,0.43434343434343436,0.8958333333333334,0.5850340136054422
ABC,Class Resampled,Multilabel,59,,0.0,
ABC,Class Resampled,Multilabel,60,,0.0,
ABC,Class Resampled,Multilabel,61,,0.0,
ABC,Class Resampled,Multilabel,62,0.3939393939393939,0.8478260869565217,0.5379310344827586
ABC,Class Resampled,Multilabel,63,0.6565656565656566,0.7222222222222222,0.6878306878306878
Braille37,Class Resampled,Multilabel,0,0.9316770186335404,0.5607476635514018,0.7001166861143524
Braille37,Class Resampled,Multilabel,1,0.9166666666666666,0.8632478632478633,0.889155662264906
Braille37,Class Resampled,Multilabel,2,0.9980314960629921,0.9302752293577982,0.962962962962963
Braille37,Class Resampled,Multilabel,3,0.9678135405105438,0.9478260869565217,0.957715540911587
Braille37,Class Resampled,Multilabel,4,0.9859649122807017,0.8400597907324364,0.907183212267958
Braille37,Class Resampled,Multilabel,5,0.9056603773584906,0.9494505494505494,0.927038626609442
Braille37,Class Resampled,Multilabel,6,0.8888888888888888,0.9258589511754068,0.9069973427812223
Braille37,Class Resampled,Multilabel,7,0.9755600814663951,0.9513406156901688,0.9632981397687279
Braille37,Class Resampled,Multilabel,8,,0.0,
Braille37,Class Resampled,Multilabel,9,0.918918918918919,0.9227557411273486,0.9208333333333332
Braille37,Class Resampled,Multilabel,10,0.9823651452282157,0.9275220372184133,0.9541561712846348
Braille37,Class Resampled,Multilabel,11,0.9680741503604532,0.9562563580874873,0.962128966223132
Braille37,Class Resampled,Multilabel,12,,0.0,
Braille37,Class Resampled,Multilabel,13,0.9442148760330579,0.971307120085016,0.9575694080670508
Braille37,Class Resampled,Multilabel,14,0.9294605809128631,0.9944506104328524,0.960857908847185
Braille37,Class Resampled,Multilabel,15,0.9495884773662552,0.9892818863879957,0.9690288713910762
Braille37,Class Resampled,Multilabel,16,,0.0,
Braille37,Class Resampled,Multilabel,17,0.9770723104056437,0.9518900343642611,0.9643167972149694
Braille37,Class Resampled,Multilabel,18,0.9932088285229203,0.9069767441860465,0.9481361426256077
Braille37,Class Resampled,Multilabel,19,0.96794208893485,0.9659442724458205,0.9669421487603307
Braille37,Class Resampled,Multilabel,20,,0.0,
Braille37,Class Resampled,Multilabel,21,0.9164969450101833,0.9564293304994687,0.9360374414976599
Braille37,Class Resampled,Multilabel,22,0.8172690763052208,0.8905908096280087,0.8523560209424084
Braille37,Class Resampled,Multilabel,23,0.9040835707502374,0.9754098360655737,0.9383932971907343
Braille37,Class Resampled,Multilabel,24,,0.0,
Braille37,Class Resampled,Multilabel,25,0.9567137809187279,0.9584070796460177,0.9575596816976127
Braille37,Class Resampled,Multilabel,26,0.9498956158663883,0.9578947368421052,0.9538784067085955
Braille37,Class Resampled,Multilabel,27,0.942,0.9534412955465587,0.9476861167002011
Braille37,Class Resampled,Multilabel,28,,0.0,
Braille37,Class Resampled,Multilabel,29,0.9212598425196851,0.9580348004094166,0.9392875062719518
Braille37,Class Resampled,Multilabel,30,0.9657924743443558,0.9976442873969376,0.981460023174971
Braille37,Class Resampled,Multilabel,31,0.9159919028340081,0.9826275787187839,0.9481403876375066
Braille37,Class Resampled,Multilabel,32,0.9639344262295082,0.98989898989899,0.9767441860465116
Braille37,Class Resampled,Multilabel,33,,0.0,
Braille37,Class Resampled,Multilabel,34,,0.0,
Braille37,Class Resampled,Multilabel,35,,0.0,
Braille37,Class Resampled,Multilabel,36,0.9496268656716418,0.9105545617173524,0.9296803652968035
Braille37,Class Resampled,Multilabel,37,0.9571428571428572,0.8553191489361702,0.9033707865168539
